1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0.0002
59;0.001
60;0.001
61;0.001
62;0.001
63;0.001
64;0.001
65;0.001
66;0.001
67;0.001
68;0.001
69;0.001
70;0.001
71;0.001
72;0.001
73;0.0016
74;0.002
75;0.002
76;0.002
77;0.002
78;0.002
79;0.002
80;0.0022
81;0.002
82;0.0022
83;0.0026
84;0.003
85;0.003
86;0.003
87;0.003
88;0.003
89;0.003
90;0.0032
91;0.0036
92;0.0036
93;0.004
94;0.004
95;0.0042
96;0.004
97;0.0042
98;0.0046
99;0.005
100;0.005
101;0.005
102;0.005
103;0.005
104;0.0054
105;0.006
106;0.006
107;0.006
108;0.0062
109;0.0064
110;0.0066
111;0.007
112;0.007
113;0.007
114;0.0072
115;0.0072
116;0.008
117;0.0082
118;0.0082
119;0.0088
120;0.009
121;0.009
122;0.0092
123;0.0092
124;0.0092
125;0.01
126;0.0102
127;0.0106
128;0.0108
129;0.011
130;0.0114
131;0.0112
132;0.0118
133;0.012
134;0.0122
135;0.0126
136;0.0128
137;0.0132
138;0.0136
139;0.0138
140;0.0142
141;0.014
142;0.0144
143;0.0158
144;0.0156
145;0.016
146;0.0162
147;0.0168
148;0.0166
149;0.0174
150;0.0176
151;0.0182
152;0.0186
153;0.019
154;0.0188
155;0.019
156;0.0196
157;0.02
158;0.0206
159;0.021
160;0.021
161;0.022
162;0.0224
163;0.0228
164;0.023
165;0.0238
166;0.0244
167;0.0248
168;0.025
169;0.025
170;0.026
171;0.026
172;0.0272
173;0.027
174;0.028
175;0.0282
176;0.0344
177;0.0358
178;0.0366
179;0.0314
180;0.033
181;0.0322
182;0.0314
183;0.0318
184;0.0336
185;0.033
186;0.0338
187;0.0354
188;0.035
189;0.0356
190;0.0372
191;0.037
192;0.0372
193;0.0388
194;0.0382
