1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0.001
54;0
55;0
56;0
57;0
58;0.001
59;0.001
60;0.001
61;0.001
62;0.001
63;0.001
64;0.001
65;0.001
66;0.001
67;0.001
68;0.001
69;0.001
70;0.001
71;0.002
72;0.002
73;0.002
74;0.002
75;0.002
76;0.002
77;0.002
78;0.002
79;0.002
80;0.002
81;0.002
82;0.002
83;0.002
84;0.003
85;0.003
86;0.003
87;0.003
88;0.003
89;0.003
90;0.003
91;0.004
92;0.004
93;0.004
94;0.004
95;0.004
96;0.005
97;0.005
98;0.005
99;0.005
100;0.005
101;0.005
102;0.006
103;0.005
104;0.005
105;0.006
106;0.006
107;0.006
108;0.006
109;0.006
110;0.007
111;0.009
112;0.007
113;0.007
114;0.007
115;0.009
116;0.008
117;0.008
118;0.009
119;0.009
120;0.009
121;0.009
122;0.009
123;0.009
124;0.011
125;0.01
126;0.011
127;0.01
128;0.011
129;0.011
130;0.011
131;0.012
132;0.012
133;0.012
134;0.013
135;0.013
136;0.014
137;0.013
138;0.014
139;0.014
140;0.015
141;0.015
142;0.015
143;0.015
144;0.016
145;0.015
146;0.016
147;0.016
148;0.018
149;0.018
150;0.018
151;0.019
152;0.019
153;0.021
154;0.02
155;0.02
156;0.019
157;0.022
158;0.021
159;0.02
160;0.026
161;0.025
162;0.023
163;0.024
164;0.024
165;0.024
166;0.023
167;0.025
168;0.027
169;0.026
170;0.027
171;0.027
172;0.026
173;0.028
174;0.028
175;0.029
176;0.028
177;0.03
178;0.031
179;0.03
180;0.031
181;0.033
182;0.032
183;0.034
184;0.033
185;0.034
186;0.036
187;0.036
188;0.035
189;0.037
190;0.037
191;0.037
192;0.045
193;0.038
194;0.039
195;0.04
196;0.04
197;0.042
198;0.042
199;0.043
200;0.046
201;0.047
202;0.044
203;0.046
204;0.046
205;0.047
206;0.047
