1;0.004
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
65;0
66;0
67;0
68;0
69;0
70;0
71;0
72;0
73;0
74;0
75;0.001
76;0.001
77;0.001
78;0.001
79;0.001
80;0.001
81;0.001
82;0.001
83;0.001
84;0.001
85;0.001
86;0.001
87;0.001
88;0.001
89;0.001
90;0.001
91;0.001
92;0.001
93;0.002
94;0.001
95;0.001
96;0.002
97;0.002
98;0.002
99;0.002
100;0.002
101;0.002
102;0.002
103;0.002
104;0.002
105;0.002
106;0.002
107;0.002
108;0.002
109;0.002
110;0.002
111;0.002
112;0.003
113;0.003
114;0.003
115;0.003
116;0.003
117;0.003
118;0.003
119;0.003
120;0.003
121;0.003
122;0.003
123;0.003
124;0.004
125;0.004
126;0.004
127;0.005
128;0.006
129;0.005
130;0.004
131;0.004
132;0.004
133;0.004
134;0.005
135;0.005
136;0.005
137;0.005
138;0.005
139;0.005
140;0.005
141;0.005
142;0.006
143;0.006
144;0.006
145;0.006
146;0.006
147;0.006
148;0.006
149;0.006
150;0.006
151;0.008
152;0.007
153;0.007
154;0.007
155;0.007
156;0.009
157;0.008
158;0.008
159;0.008
160;0.009
161;0.009
162;0.009
163;0.01
164;0.01
165;0.01
166;0.012
167;0.011
168;0.011
169;0.011
170;0.013
171;0.015
172;0.011
173;0.011
174;0.012
175;0.012
176;0.012
177;0.013
178;0.012
179;0.013
180;0.014
181;0.015
182;0.016
183;0.015
184;0.014
185;0.015
186;0.013
187;0.013
188;0.013
189;0.013
190;0.014
191;0.014
192;0.017
193;0.016
194;0.015
195;0.014
196;0.014
197;0.015
198;0.016
199;0.015
200;0.017
201;0.018
202;0.023
203;0.019
204;0.019
205;0.017
206;0.017
207;0.018
208;0.018
209;0.018
210;0.018
211;0.019
212;0.019
213;0.019
214;0.019
215;0.019
216;0.02
217;0.02
218;0.02
219;0.02
220;0.021
221;0.022
222;0.027
223;0.023
224;0.022
225;0.023
226;0.022
227;0.022
228;0.024
229;0.026
230;0.027
231;0.025
232;0.025
233;0.025
234;0.025
235;0.025
236;0.026
237;0.03
238;0.028
239;0.028
240;0.027
241;0.027
242;0.028
243;0.028
244;0.03
245;0.029
246;0.029
247;0.03
248;0.03
249;0.03
250;0.03
251;0.032
252;0.034
253;0.033
254;0.032
255;0.033
256;0.048
257;0.036
258;0.033
259;0.034
260;0.034
261;0.036
262;0.035
263;0.036
264;0.036
265;0.037
266;0.043
267;0.037
268;0.038
269;0.039
270;0.039
271;0.04
272;0.041
273;0.04
274;0.041
275;0.042
276;0.041
277;0.043
278;0.042
279;0.043
280;0.043
281;0.044
282;0.044
283;0.044
284;0.045
285;0.053
286;0.056
287;0.048
288;0.051
289;0.048
290;0.047
291;0.049
292;0.05
293;0.049
294;0.05
295;0.05
296;0.05
297;0.051
298;0.052
299;0.053
300;0.058
301;0.054
302;0.054
303;0.054
304;0.054
305;0.055
306;0.06
307;0.056
308;0.058
309;0.057
310;0.057
311;0.058
312;0.06
313;0.062
314;0.062
315;0.062
316;0.062
317;0.062
318;0.065
